label,text
ham,HELLO PEACH! MY CAKE TASTS LUSH!
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Okie
ham,I'm aight. Wat's happening on your side.
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,What happen to her tell the truth
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,I called and said all to him:)then he have to choose this future.
ham,Nt yet chikku..simple habba..hw abt u?
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
ham,India have to take lead:)
ham,"I'm in a meeting, call me later at"
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,K..k..i'm also fine:)when will you complete the course?
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,ÌÏ takin linear algebra today?
ham,Idea will soon get converted to live:)
ham,They r giving a second chance to rahul dengra.
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,"You aren't coming home between class, right? I need to work out and shower!"
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"""
ham,"Dear, take care. I am just reaching home.love u a lot."
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,Ok pa. Nothing problem:-)
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"That's the trouble with classes that go well - you're due a dodgey one ‰Û_ Expecting mine tomo! See you for recovery, same time, same place "
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
ham,Oh wow thats gay. Will firmware update help
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,Come to medical college at 7pm ......forward it da
ham,Somebody should go to andros and steal ice
ham,Designation is software developer and may be she get chennai:)
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
ham,Was it something u ate?
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,Went to pay rent. So i had to go to the bank to authorise the payment.
ham,Ladies first and genus second k .
ham,"Velly good, yes please!"
ham,Remember to ask alex about his pizza
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,"Come to mu, we're sorting out our narcotics situation"
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,Ok i also wan 2 watch e 9 pm show...
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,Then she dun believe wat?
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,You are right. Meanwhile how's project twins comin up
ham,Dunno dat's wat he told me. Ok lor...
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,God bless.get good sleep my dear...i will pray!
ham,Oh k:)after that placement there ah?
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,I'm vivek:)i got call from your number.
ham,Aah bless! How's your arm?
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,Howz that persons story
ham,After completed degree. There is no use in joining finance.
ham,"Sorry, I'll call later ok bye"
ham,Rofl betta invest in some  anti aging products
ham,"Awesome, that gonna be soon or later tonight?"
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,"I want to show you the world, princess :) how about europe?"
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,"Babe, I need your advice"
ham,Studying. But i.ll be free next weekend.
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,How? Izzit still raining?
ham,What you doing?how are you?
ham,Juz go google n search 4 qet...
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
ham,And whenever you and i see we can still hook up too.
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,Where is it. Is there any opening for mca.
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,Yeah imma come over cause jay wants to do some drugs
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
ham,Yes we are chatting too.
ham,You will be in the place of that man
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,Super msg da:)nalla timing.
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!"""
ham,Ok... Thanx... Gd nite 2 Ì_ too...
ham,PS U no ur a grown up now right?
ham,Hey morning what you come to ask:-) pa...
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u"
ham,Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,jay says he'll put in  &lt;#&gt;
ham,Well i know Z will take care of me. So no worries.
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,Good night my dear.. Sleepwell&amp;Take care
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
spam,Filthy stories and GIRLS waiting for your
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
ham,Wife.how she knew the time of murder exactly
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,"Sounds good, keep me posted"
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
